member_ID,start_node,end_node,size,PI,V2I,V3I,TI,PJ,V2J,V3J,TJ,M2I,M3I,M2J,M3J,add_back? 
BE0093,P021222,P021223,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0413,P021222,X021222551,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0414,P021323,X021222551,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0415,P021222,X021221547,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0416,P021321,X021221547,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0094,P021223,P021323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0417,P021223,X021222551,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BR0418,P021322,X021222551,HSS42.2X3.6,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0095,P021321,P021322,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0096,P021322,P021323,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0097,P031119,P031120,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
BE0098,P031120,P031121,W100X19.3,True,True,True,True,True,True,True,True,True,True,True,True,True
